Date,Open,High,Low,Close,Adj Close,Volume
2020-02-28,23.070000,23.070000,23.070000,23.070000,17.257030,0
2020-03-02,23.209999,23.209999,23.209999,23.209999,17.361753,0
2020-03-03,23.129999,23.129999,23.129999,23.129999,17.301908,0
2020-03-04,23.270000,23.270000,23.270000,23.270000,17.406637,0
2020-03-05,22.910000,22.910000,22.910000,22.910000,17.137342,0
2020-03-06,22.920000,22.920000,22.920000,22.920000,17.144825,0
2020-03-09,23.219999,23.219999,23.219999,23.219999,17.369234,0
2020-03-10,23.090000,23.090000,23.090000,23.090000,17.271988,0
2020-03-11,22.990000,22.990000,22.990000,22.990000,17.197186,0
2020-03-12,23.120001,23.120001,23.120001,23.120001,17.294432,0
2020-03-13,23.139999,23.139999,23.139999,23.139999,17.309393,0
2020-03-16,23.000000,23.000000,23.000000,23.000000,17.204666,0
2020-03-17,22.990000,22.990000,22.990000,22.990000,17.197186,0
2020-03-18,23.010000,23.010000,23.010000,23.010000,17.212151,0
2020-03-19,23.010000,23.010000,23.010000,23.010000,17.212151,0
2020-03-20,22.950001,22.950001,22.950001,22.950001,17.167267,0
2020-03-23,23.000000,23.000000,23.000000,23.000000,17.204666,0
2020-03-24,23.260000,23.260000,23.260000,23.260000,17.399153,0
2020-03-25,23.240000,23.240000,23.240000,23.240000,17.384197,0
2020-03-26,23.620001,23.620001,23.620001,23.620001,17.668447,0
2020-03-27,23.520000,23.520000,23.520000,23.520000,17.593643,0
2020-03-30,23.549999,23.549999,23.549999,23.549999,17.616081,0
2020-03-31,23.320000,23.320000,23.320000,23.320000,17.444038,0
2020-04-01,23.129999,23.129999,23.129999,23.129999,17.301908,0
2020-04-02,23.200001,23.200001,23.200001,23.200001,17.354275,0
2020-04-03,23.219999,23.219999,23.219999,23.219999,17.369234,0
2020-04-06,23.290001,23.290001,23.290001,23.290001,17.421595,0
2020-04-07,23.290001,23.290001,23.290001,23.290001,17.421595,0
2020-04-08,23.469999,23.469999,23.469999,23.469999,17.556240,0
2020-04-09,24.219999,24.219999,24.219999,24.219999,18.117262,0
2020-04-13,24.170000,24.170000,24.170000,24.170000,18.079861,0
2020-04-14,24.410000,24.410000,24.410000,24.410000,18.259388,0
2020-04-15,23.950001,23.950001,23.950001,23.950001,17.915297,0
2020-04-16,23.950001,23.950001,23.950001,23.950001,17.915297,0
2020-04-17,24.020000,24.020000,24.020000,24.020000,17.967657,0
2020-04-20,23.850000,23.850000,23.850000,23.850000,17.840492,0
2020-04-21,23.680000,23.680000,23.680000,23.680000,17.713326,0
2020-04-22,23.700001,23.700001,23.700001,23.700001,17.728289,0
2020-04-23,23.730000,23.730000,23.730000,23.730000,17.750729,0
2020-04-24,23.730000,23.730000,23.730000,23.730000,17.750729,0
2020-04-27,23.770000,23.770000,23.770000,23.770000,17.780649,0
2020-04-28,23.760000,23.760000,23.760000,23.760000,17.773172,0
2020-04-29,23.969999,23.969999,23.969999,23.969999,17.930256,0
2020-04-30,23.900000,23.900000,23.900000,23.900000,17.877893,0
2020-05-01,23.639999,23.639999,23.639999,23.639999,17.683405,0
2020-05-04,23.629999,23.629999,23.629999,23.629999,17.675926,0
2020-05-05,23.680000,23.680000,23.680000,23.680000,17.713326,0
2020-05-06,23.670000,23.670000,23.670000,23.670000,17.705847,0
2020-05-07,23.730000,23.730000,23.730000,23.730000,17.750729,0
2020-05-08,23.780001,23.780001,23.780001,23.780001,17.788128,0
2020-05-11,23.730000,23.730000,23.730000,23.730000,17.750729,0
2020-05-12,23.690001,23.690001,23.690001,23.690001,17.720808,0
2020-05-13,23.570000,23.570000,23.570000,23.570000,17.631044,0
2020-05-14,23.570000,23.570000,23.570000,23.570000,17.631044,0
2020-05-15,23.650000,23.650000,23.650000,23.650000,17.690886,0
2020-05-18,23.650000,23.650000,23.650000,23.650000,17.690886,0
2020-05-19,23.850000,23.850000,23.850000,23.850000,17.840492,0
2020-05-20,24.200001,24.200001,24.200001,24.200001,18.102301,0
2020-05-21,24.129999,24.129999,24.129999,24.129999,18.049940,0
2020-05-22,24.180000,24.180000,24.180000,24.180000,18.087343,0
2020-05-26,24.379999,24.379999,24.379999,24.379999,18.236948,0
2020-05-27,24.570000,24.570000,24.570000,24.570000,18.379074,0
2020-05-28,24.590000,24.590000,24.590000,24.590000,18.394033,0
2020-05-29,24.590000,24.590000,24.590000,24.590000,18.394033,0
2020-06-01,24.780001,24.780001,24.780001,24.780001,18.536160,0
2020-06-02,25.059999,25.059999,25.059999,25.059999,18.745605,0
2020-06-03,25.440001,25.440001,25.440001,25.440001,19.029860,0
2020-06-04,25.500000,25.500000,25.500000,25.500000,19.074741,0
2020-06-05,26.200001,26.200001,26.200001,26.200001,19.598362,0
2020-06-08,26.230000,26.230000,26.230000,26.230000,19.620802,0
2020-06-09,26.150000,26.150000,26.150000,26.150000,19.560959,0
2020-06-10,26.170000,26.170000,26.170000,26.170000,19.575920,0
2020-06-11,25.330000,25.330000,25.330000,25.330000,18.947577,0
2020-06-12,25.440001,25.440001,25.440001,25.440001,19.029860,0
2020-06-15,25.540001,25.540001,25.540001,25.540001,19.104662,0
2020-06-16,25.809999,25.809999,25.809999,25.809999,19.306627,0
2020-06-17,25.770000,25.770000,25.770000,25.770000,19.276709,0
2020-06-18,25.709999,25.709999,25.709999,25.709999,19.231825,0
2020-06-19,25.650000,25.650000,25.650000,25.650000,19.186943,0
2020-06-22,25.830000,25.830000,25.830000,25.830000,19.321590,0
2020-06-23,25.940001,25.940001,25.940001,25.940001,19.403872,0
2020-06-24,25.530001,25.530001,25.530001,25.530001,19.097183,0
2020-06-25,25.530001,25.530001,25.530001,25.530001,19.097183,0
2020-06-26,25.280001,25.280001,25.280001,25.280001,18.910173,0
2020-06-29,25.270000,25.270000,25.270000,25.270000,18.902693,0
2020-06-30,25.350000,25.350000,25.350000,25.350000,18.962536,0
2020-07-01,25.330000,25.330000,25.330000,25.330000,18.947577,0
2020-07-02,25.480000,25.480000,25.480000,25.480000,19.059778,0
2020-07-06,25.680000,25.680000,25.680000,25.680000,19.209387,0
2020-07-07,25.530001,25.530001,25.530001,25.530001,19.097183,0
2020-07-08,25.660000,25.660000,25.660000,25.660000,19.194426,0
2020-07-09,25.510000,25.510000,25.510000,25.510000,19.082222,0
2020-07-10,25.620001,25.620001,25.620001,25.620001,19.164505,0
2020-07-13,25.510000,25.510000,25.510000,25.510000,19.082222,0
2020-07-14,25.610001,25.610001,25.610001,25.610001,19.157022,0
2020-07-15,25.820000,25.820000,25.820000,25.820000,19.314110,0
2020-07-16,25.709999,25.709999,25.709999,25.709999,19.231825,0
2020-07-17,25.799999,25.799999,25.799999,25.799999,19.299147,0
2020-07-20,25.930000,25.930000,25.930000,25.930000,19.396393,0
2020-07-21,25.930000,25.930000,25.930000,25.930000,19.396393,0
2020-07-22,26.420000,26.420000,26.420000,26.420000,19.762930,0
2020-07-23,26.379999,26.379999,26.379999,26.379999,19.733006,0
2020-07-24,26.379999,26.379999,26.379999,26.379999,19.733006,0
2020-07-27,26.330000,26.330000,26.330000,26.330000,19.695604,0
2020-07-28,26.530001,26.530001,26.530001,26.530001,19.845211,0
2020-07-29,26.780001,26.780001,26.780001,26.780001,20.032217,0
2020-07-30,26.639999,26.639999,26.639999,26.639999,19.927494,0
2020-07-31,26.639999,26.639999,26.639999,26.639999,19.927494,0
2020-08-03,26.820000,26.820000,26.820000,26.820000,20.062140,0
2020-08-04,27.000000,27.000000,27.000000,27.000000,20.196783,0
2020-08-05,27.000000,27.000000,27.000000,27.000000,20.196783,0
2020-08-06,27.459999,27.459999,27.459999,27.459999,20.540878,0
2020-08-07,27.360001,27.360001,27.360001,27.360001,20.466076,0
2020-08-10,27.459999,27.459999,27.459999,27.459999,20.540878,0
2020-08-11,27.209999,27.209999,27.209999,27.209999,20.353868,0
2020-08-12,27.290001,27.290001,27.290001,27.290001,20.413715,0
2020-08-13,27.320000,27.320000,27.320000,27.320000,20.436153,0
2020-08-14,27.280001,27.280001,27.280001,27.280001,20.406235,0
2020-08-17,27.370001,27.370001,27.370001,27.370001,20.473557,0
2020-08-18,27.400000,27.400000,27.400000,27.400000,20.495995,0
2020-08-19,27.320000,27.320000,27.320000,27.320000,20.436153,0
2020-08-20,27.370001,27.370001,27.370001,27.370001,20.473557,0
2020-08-21,27.389999,27.389999,27.389999,27.389999,20.488516,0
2020-08-24,27.450001,27.450001,27.450001,27.450001,20.533400,0
2020-08-25,27.570000,27.570000,27.570000,27.570000,20.623161,0
2020-08-26,27.690001,27.690001,27.690001,27.690001,20.712923,0
2020-08-27,27.770000,27.770000,27.770000,27.770000,20.772766,0
2020-08-28,27.770000,27.770000,27.770000,27.770000,20.772766,0
2020-08-31,27.860001,27.860001,27.860001,27.860001,20.840088,0
2020-09-01,28.049999,28.049999,28.049999,28.049999,20.982214,0
2020-09-02,28.129999,28.129999,28.129999,28.129999,21.042055,0
2020-09-03,27.540001,27.540001,27.540001,27.540001,20.600719,0
2020-09-04,27.360001,27.360001,27.360001,27.360001,20.466076,0
2020-09-08,27.299999,27.299999,27.299999,27.299999,20.421190,0
2020-09-09,27.270000,27.270000,27.270000,27.270000,20.398754,0
2020-09-10,27.410000,27.410000,27.410000,27.410000,20.503475,0
2020-09-11,27.430000,27.430000,27.430000,27.430000,20.518435,0
2020-09-14,27.510000,27.510000,27.510000,27.510000,20.578278,0
2020-09-15,27.549999,27.549999,27.549999,27.549999,20.608200,0
2020-09-16,27.559999,27.559999,27.559999,27.559999,20.615679,0
2020-09-17,27.500000,27.500000,27.500000,27.500000,20.570797,0
2020-09-18,27.469999,27.469999,27.469999,27.469999,20.548357,0
2020-09-21,27.040001,27.040001,27.040001,27.040001,20.226704,0
2020-09-22,27.100000,27.100000,27.100000,27.100000,20.271589,0
2020-09-23,26.980000,26.980000,26.980000,26.980000,20.181822,0
2020-09-24,26.930000,26.930000,26.930000,26.930000,20.144423,0
2020-09-25,26.969999,26.969999,26.969999,26.969999,20.174341,0
2020-09-28,27.120001,27.120001,27.120001,27.120001,20.286547,0
2020-09-29,27.110001,27.110001,27.110001,27.110001,20.279068,0
2020-09-30,27.250000,27.250000,27.250000,27.250000,20.383791,0
2020-10-01,27.469999,27.469999,27.469999,27.469999,20.548357,0
2020-10-02,27.280001,27.280001,27.280001,27.280001,20.406235,0
2020-10-05,27.600000,27.600000,27.600000,27.600000,20.645601,0
2020-10-06,27.549999,27.549999,27.549999,27.549999,20.608200,0
2020-10-07,27.889999,27.889999,27.889999,27.889999,20.862530,0
2020-10-08,28.090000,28.090000,28.090000,28.090000,21.012136,0
2020-10-09,28.389999,28.389999,28.389999,28.389999,21.236542,0
2020-10-12,28.490000,28.490000,28.490000,28.490000,21.311348,0
2020-10-13,28.400000,28.400000,28.400000,28.400000,21.244026,0
2020-10-14,28.400000,28.400000,28.400000,28.400000,21.244026,0
2020-10-15,28.370001,28.370001,28.370001,28.370001,21.221586,0
2020-10-16,28.330000,28.330000,28.330000,28.330000,21.191664,0
2020-10-19,28.260000,28.260000,28.260000,28.260000,21.139297,0
2020-10-20,28.280001,28.280001,28.280001,28.280001,21.154263,0
2020-10-21,24.620001,24.620001,24.620001,24.620001,21.151688,0
2020-10-22,24.650000,24.650000,24.650000,24.650000,21.177458,0
2020-10-23,24.719999,24.719999,24.719999,24.719999,21.237595,0
2020-10-26,24.490000,24.490000,24.490000,24.490000,21.039997,0
2020-10-27,24.420000,24.420000,24.420000,24.420000,20.979858,0
2020-10-28,24.250000,24.250000,24.250000,24.250000,20.833807,0
2020-10-29,24.320000,24.320000,24.320000,24.320000,20.893944,0
2020-10-30,24.270000,24.270000,24.270000,24.270000,20.850992,0
2020-11-02,24.290001,24.290001,24.290001,24.290001,20.868176,0
2020-11-03,24.389999,24.389999,24.389999,24.389999,20.954082,0
2020-11-04,24.549999,24.549999,24.549999,24.549999,21.091545,0
2020-11-05,25.000000,25.000000,25.000000,25.000000,21.478151,0
2020-11-06,24.920000,24.920000,24.920000,24.920000,21.409422,0
2020-11-09,25.080000,25.080000,25.080000,25.080000,21.546881,0
2020-11-10,25.160000,25.160000,25.160000,25.160000,21.615610,0
2020-11-11,25.180000,25.180000,25.180000,25.180000,21.632795,0
2020-11-12,25.020000,25.020000,25.020000,25.020000,21.495335,0
2020-11-13,25.120001,25.120001,25.120001,25.120001,21.581249,0
2020-11-16,25.389999,25.389999,25.389999,25.389999,21.813210,0
2020-11-17,25.430000,25.430000,25.430000,25.430000,21.847576,0
2020-11-18,25.360001,25.360001,25.360001,25.360001,21.787439,0
2020-11-19,25.370001,25.370001,25.370001,25.370001,21.796028,0
2020-11-20,25.370001,25.370001,25.370001,25.370001,21.796028,0
2020-11-23,25.490000,25.490000,25.490000,25.490000,21.899122,0
2020-11-24,25.889999,25.889999,25.889999,25.889999,22.242773,0
2020-11-25,25.850000,25.850000,25.850000,25.850000,22.208410,0
2020-11-27,25.959999,25.959999,25.959999,25.959999,22.302912,0
2020-11-30,25.780001,25.780001,25.780001,25.780001,22.148272,0
2020-12-01,25.830000,25.830000,25.830000,25.830000,22.191227,0
2020-12-02,25.910000,25.910000,25.910000,25.910000,22.259956,0
2020-12-03,25.969999,25.969999,25.969999,25.969999,22.311502,0
2020-12-04,26.150000,26.150000,26.150000,26.150000,22.466148,0
2020-12-07,26.150000,26.150000,26.150000,26.150000,22.466148,0
2020-12-08,26.230000,26.230000,26.230000,26.230000,22.534878,0
2020-12-09,26.129999,26.129999,26.129999,26.129999,22.448963,0
2020-12-10,26.230000,26.230000,26.230000,26.230000,22.534878,0
2020-12-11,26.180000,26.180000,26.180000,26.180000,22.491920,0
2020-12-14,26.230000,26.230000,26.230000,26.230000,22.534878,0
2020-12-15,26.480000,26.480000,26.480000,26.480000,22.749659,0
2020-12-16,26.530001,26.530001,26.530001,26.530001,22.792616,0
2020-12-17,26.740000,26.740000,26.740000,26.740000,22.973030,0
2020-12-18,26.740000,26.740000,26.740000,26.740000,22.973030,0
2020-12-21,26.620001,26.620001,26.620001,26.620001,22.869936,0
2020-12-22,26.570000,26.570000,26.570000,26.570000,22.826981,0
2020-12-23,26.690001,26.690001,26.690001,26.690001,22.930075,0
2020-12-24,26.709999,26.709999,26.709999,26.709999,22.947256,0
2020-12-28,26.740000,26.740000,26.740000,26.740000,22.973030,0
2020-12-29,26.740000,26.740000,26.740000,26.740000,22.973030,0
2020-12-30,26.840000,26.840000,26.840000,26.840000,23.058943,0
2020-12-31,26.920000,26.920000,26.920000,26.920000,23.127676,0
2021-01-04,26.840000,26.840000,26.840000,26.840000,23.058943,0
2021-01-05,27.010000,27.010000,27.010000,27.010000,23.204996,0
2021-01-06,27.010000,27.010000,27.010000,27.010000,23.204996,0
2021-01-07,27.049999,27.049999,27.049999,27.049999,23.239361,0
2021-01-08,27.059999,27.059999,27.059999,27.059999,23.247952,0
2021-01-11,26.900000,26.900000,26.900000,26.900000,23.110493,0
2021-01-12,27.090000,27.090000,27.090000,27.090000,23.273724,0
2021-01-13,27.110001,27.110001,27.110001,27.110001,23.290909,0
2021-01-14,27.299999,27.299999,27.299999,27.299999,23.454140,0
2021-01-15,27.139999,27.139999,27.139999,27.139999,23.316681,0
2021-01-19,27.209999,27.209999,27.209999,27.209999,23.376820,0
2021-01-20,27.340000,27.340000,27.340000,27.340000,23.488506,0
2021-01-21,27.340000,27.340000,27.340000,27.340000,23.488506,0
2021-01-22,27.190001,27.190001,27.190001,27.190001,23.359638,0
2021-01-25,27.350000,27.350000,27.350000,27.350000,23.497095,0
2021-01-26,27.389999,27.389999,27.389999,27.389999,23.531462,0
2021-01-27,27.209999,27.209999,27.209999,27.209999,23.376820,0
2021-01-28,27.150000,27.150000,27.150000,27.150000,23.325272,0
2021-01-29,27.120001,27.120001,27.120001,27.120001,23.299500,0
2021-02-01,27.330000,27.330000,27.330000,27.330000,23.479914,0
2021-02-02,27.469999,27.469999,27.469999,27.469999,23.600193,0
2021-02-03,27.580000,27.580000,27.580000,27.580000,23.694698,0
2021-02-04,27.740000,27.740000,27.740000,27.740000,23.832155,0
2021-02-05,27.950001,27.950001,27.950001,27.950001,24.012575,0
2021-02-08,28.240000,28.240000,28.240000,28.240000,24.261719,0
2021-02-09,28.280001,28.280001,28.280001,28.280001,24.296087,0
2021-02-10,28.190001,28.190001,28.190001,28.190001,24.218767,0
2021-02-11,28.260000,28.260000,28.260000,28.260000,24.278902,0
2021-02-12,28.360001,28.360001,28.360001,28.360001,24.364817,0
2021-02-16,28.469999,28.469999,28.469999,28.469999,24.459316,0
2021-02-17,28.430000,28.430000,28.430000,28.430000,24.424953,0
2021-02-18,28.360001,28.360001,28.360001,28.360001,24.364817,0
2021-02-19,28.350000,28.350000,28.350000,28.350000,24.356224,0
2021-02-22,28.350000,28.350000,28.350000,28.350000,24.356224,0
2021-02-23,28.309999,28.309999,28.309999,28.309999,24.321859,0
2021-02-24,28.469999,28.469999,28.469999,28.469999,24.459316,0
2021-02-25,28.170000,28.170000,28.170000,28.170000,24.201580,0
2021-02-26,27.969999,27.969999,27.969999,27.969999,24.029757,0
2021-03-01,28.000000,28.000000,28.000000,28.000000,24.055529,0
2021-03-02,27.889999,27.889999,27.889999,27.889999,23.961025,0
2021-03-03,27.820000,27.820000,27.820000,27.820000,23.900887,0
2021-03-04,27.740000,27.740000,27.740000,27.740000,23.832155,0
2021-03-05,27.809999,27.809999,27.809999,27.809999,23.892296,0
2021-03-08,27.680000,27.680000,27.680000,27.680000,23.780607,0
2021-03-09,27.760000,27.760000,27.760000,27.760000,23.849340,0
2021-03-10,27.799999,27.799999,27.799999,27.799999,23.883705,0
2021-03-11,28.180000,28.180000,28.180000,28.180000,24.210175,0
2021-03-12,28.100000,28.100000,28.100000,28.100000,24.141445,0
2021-03-15,28.219999,28.219999,28.219999,28.219999,24.244537,0
2021-03-16,28.209999,28.209999,28.209999,28.209999,24.235945,0
2021-03-17,28.240000,28.240000,28.240000,28.240000,24.261719,0
2021-03-18,28.240000,28.240000,28.240000,28.240000,24.261719,0
2021-03-19,28.059999,28.059999,28.059999,28.059999,24.107077,0
2021-03-22,28.030001,28.030001,28.030001,28.030001,24.081305,0
2021-03-23,27.850000,27.850000,27.850000,27.850000,23.926661,0
2021-03-24,27.750000,27.750000,27.750000,27.750000,23.840750,0
2021-03-25,27.760000,27.760000,27.760000,27.760000,23.849340,0
2021-03-26,27.910000,27.910000,27.910000,27.910000,23.978207,0
2021-03-29,27.770000,27.770000,27.770000,27.770000,23.857931,0
2021-03-30,27.770000,27.770000,27.770000,27.770000,23.857931,0
2021-03-31,27.969999,27.969999,27.969999,27.969999,24.029757,0
2021-04-01,28.110001,28.110001,28.110001,28.110001,24.150036,0
2021-04-05,28.270000,28.270000,28.270000,28.270000,24.287495,0
2021-04-06,28.290001,28.290001,28.290001,28.290001,24.304676,0
2021-04-07,28.209999,28.209999,28.209999,28.209999,24.235945,0
2021-04-08,28.340000,28.340000,28.340000,28.340000,24.347633,0
2021-04-09,28.290001,28.290001,28.290001,28.290001,24.304676,0
2021-04-12,28.170000,28.170000,28.170000,28.170000,24.201580,0
2021-04-13,28.240000,28.240000,28.240000,28.240000,24.261719,0
2021-04-14,28.280001,28.280001,28.280001,28.280001,24.296087,0
2021-04-15,28.360001,28.360001,28.360001,28.360001,24.364817,0
2021-04-16,28.340000,28.340000,28.340000,28.340000,24.347633,0
2021-04-19,28.280001,28.280001,28.280001,28.280001,24.296087,0
2021-04-20,28.250000,28.250000,28.250000,28.250000,24.270308,0
2021-04-21,28.469999,28.469999,28.469999,28.469999,24.459316,0
2021-04-22,28.540001,28.540001,28.540001,28.540001,24.519461,0
2021-04-23,28.790001,28.790001,28.790001,28.790001,24.734241,0
2021-04-26,29.090000,29.090000,29.090000,29.090000,24.991978,0
2021-04-27,29.110001,29.110001,29.110001,29.110001,25.009159,0
2021-04-28,29.080000,29.080000,29.080000,29.080000,24.983387,0
2021-04-29,29.100000,29.100000,29.100000,29.100000,25.000568,0
2021-04-30,29.070000,29.070000,29.070000,29.070000,24.974794,0
2021-05-03,29.129999,29.129999,29.129999,29.129999,25.026342,0
2021-05-04,29.190001,29.190001,29.190001,29.190001,25.077890,0
2021-05-05,29.299999,29.299999,29.299999,29.299999,25.172390,0
2021-05-06,29.370001,29.370001,29.370001,29.370001,25.232533,0
2021-05-07,29.549999,29.549999,29.549999,29.549999,25.387175,0
2021-05-10,29.280001,29.280001,29.280001,29.280001,25.155210,0
2021-05-11,29.379999,29.379999,29.379999,29.379999,25.241121,0
2021-05-12,29.330000,29.330000,29.330000,29.330000,25.198168,0
2021-05-13,28.950001,28.950001,28.950001,28.950001,24.871698,0
2021-05-14,29.010000,29.010000,29.010000,29.010000,24.923248,0
2021-05-17,29.090000,29.090000,29.090000,29.090000,24.991978,0
2021-05-18,29.100000,29.100000,29.100000,29.100000,25.000568,0
2021-05-19,28.920000,28.920000,28.920000,28.920000,24.845926,0
2021-05-20,29.049999,29.049999,29.049999,29.049999,24.957613,0
2021-05-21,28.980000,28.980000,28.980000,28.980000,24.897474,0
2021-05-24,29.139999,29.139999,29.139999,29.139999,25.034933,0
2021-05-25,29.090000,29.090000,29.090000,29.090000,24.991978,0
2021-05-26,29.250000,29.250000,29.250000,29.250000,25.129438,0
2021-05-27,29.480000,29.480000,29.480000,29.480000,25.327038,0
2021-05-28,29.530001,29.530001,29.530001,29.530001,25.369995,0
2021-06-01,29.790001,29.790001,29.790001,29.790001,25.593367,0
2021-06-02,29.799999,29.799999,29.799999,29.799999,25.601955,0
2021-06-03,29.590000,29.590000,29.590000,29.590000,25.421541,0
2021-06-04,29.830000,29.830000,29.830000,29.830000,25.627733,0
2021-06-07,29.830000,29.830000,29.830000,29.830000,25.627733,0
2021-06-08,29.959999,29.959999,29.959999,29.959999,25.739416,0
2021-06-09,29.950001,29.950001,29.950001,29.950001,25.730825,0
2021-06-10,30.010000,30.010000,30.010000,30.010000,25.782375,0
2021-06-11,29.980000,29.980000,29.980000,29.980000,25.756598,0
2021-06-14,29.889999,29.889999,29.889999,29.889999,25.679277,0
2021-06-15,29.900000,29.900000,29.900000,29.900000,25.687870,0
2021-06-16,29.820000,29.820000,29.820000,29.820000,25.619139,0
2021-06-17,29.610001,29.610001,29.610001,29.610001,25.438725,0
2021-06-18,29.590000,29.590000,29.590000,29.590000,25.421541,0
2021-06-21,29.590000,29.590000,29.590000,29.590000,25.421541,0
2021-06-22,29.629999,29.629999,29.629999,29.629999,25.455902,0
2021-06-23,29.660000,29.660000,29.660000,29.660000,25.481680,0
2021-06-24,29.740000,29.740000,29.740000,29.740000,25.550409,0
2021-06-25,29.730000,29.730000,29.730000,29.730000,25.541819,0
2021-06-28,29.719999,29.719999,29.719999,29.719999,25.533226,0
2021-06-29,29.709999,29.709999,29.709999,29.709999,25.524635,0
2021-06-30,29.719999,29.719999,29.719999,29.719999,25.533226,0
2021-07-01,29.790001,29.790001,29.790001,29.790001,25.593367,0
2021-07-02,29.730000,29.730000,29.730000,29.730000,25.541819,0
2021-07-06,29.520000,29.520000,29.520000,29.520000,25.361401,0
2021-07-07,29.430000,29.430000,29.430000,29.430000,25.284081,0
2021-07-08,29.270000,29.270000,29.270000,29.270000,25.146622,0
2021-07-09,29.270000,29.270000,29.270000,29.270000,25.146622,0
2021-07-12,29.270000,29.270000,29.270000,29.270000,25.146622,0
2021-07-13,29.240000,29.240000,29.240000,29.240000,25.120848,0
2021-07-14,29.260000,29.260000,29.260000,29.260000,25.138029,0
2021-07-15,29.200001,29.200001,29.200001,29.200001,25.097633,0
2021-07-16,29.129999,29.129999,29.129999,29.129999,25.037466,0
2021-07-19,29.040001,29.040001,29.040001,29.040001,24.960112,0
2021-07-20,29.080000,29.080000,29.080000,29.080000,24.994492,0
2021-07-21,29.150000,29.150000,29.150000,29.150000,25.054655,0
2021-07-22,29.059999,29.059999,29.059999,29.059999,24.977303,0
2021-07-23,29.100000,29.100000,29.100000,29.100000,25.011683,0
2021-07-26,29.190001,29.190001,29.190001,29.190001,25.089037,0
2021-07-27,29.020000,29.020000,29.020000,29.020000,24.942921,0
2021-07-28,29.040001,29.040001,29.040001,29.040001,24.960112,0
2021-07-29,29.040001,29.040001,29.040001,29.040001,24.960112,0
2021-07-30,28.980000,28.980000,28.980000,28.980000,24.908539,0
2021-08-02,28.980000,28.980000,28.980000,28.980000,24.908539,0
2021-08-03,28.980000,28.980000,28.980000,28.980000,24.908539,0
2021-08-04,28.840000,28.840000,28.840000,28.840000,24.788210,0
2021-08-05,28.950001,28.950001,28.950001,28.950001,24.882753,0
2021-08-06,28.900000,28.900000,28.900000,28.900000,24.839779,0
2021-08-09,28.850000,28.850000,28.850000,28.850000,24.796804,0
2021-08-10,28.969999,28.969999,28.969999,28.969999,24.899944,0
2021-08-11,28.980000,28.980000,28.980000,28.980000,24.908539,0
2021-08-12,28.980000,28.980000,28.980000,28.980000,24.908539,0
2021-08-13,29.049999,29.049999,29.049999,29.049999,24.968708,0
2021-08-16,29.049999,29.049999,29.049999,29.049999,24.968708,0
2021-08-17,28.900000,28.900000,28.900000,28.900000,24.839779,0
